"id","departemen_id","user_id","created_at","updated_at","deleted_at"
"873b80a1-4ede-4e30-a59f-d24e422dc481","f32bfc25-f35f-4e8b-b37e-65bc20978873","1056a0ba-22a6-4f82-87c6-64eeb2993b60","2023-01-16 11:57:20","2023-01-16 11:57:20",NULL
"dc390790-98ca-41ad-8805-f5b2f26bf9ac","f20257fd-0451-4a9b-bad3-61db0c6b524d","893de8bb-01ea-42b4-8a7a-ef108be2285d","2023-01-16 11:31:10","2023-01-16 11:31:10",NULL
